"NewValue","Original"
"58532f25-60e2-4362-b43b-88f37d56ad4c","18153e2c-10ce-4572-a92b-a19361968a5d"
"5ab3f3d0-ebc5-472b-bddb-5c17f518f6ab","E18371B4-486F-4A83-8823-230139981E18"
"5cae349e-6d9a-4d3d-bc09-6f75c303beb3","656BD2CD-C782-4F40-9685-455234DFB002"
"5e8ddf55-7401-4e94-a987-86bbf8dd90b1","47493704-3754-49DF-A101-6E25058D1ABC"
"601881b4-e0ea-4747-81fa-aebc94efc94f","700659b6-f843-4878-ae6e-5e9f72d4eb58"
"60f9fcab-9e1d-4dfc-b8cf-676d6c704d8b","51873C21-91DC-452F-BDFB-C176F4372564"
"62a8b3cc-c22c-4983-a505-704d024a8e87","9B5EE41B-7DA0-46AA-A5A9-9E92F563DEFA"
"637eee42-67e3-4d00-8e2b-8af06135f264","CB390E0B-2FC0-48C1-A7A0-4E9EE407E826"
"642562e8-421a-4df0-91de-930f284aa6c7","0003429E-C780-4479-9692-2E0F0E49A610"
"643e566f-97a8-49fe-9196-6f2a1266ad7c","3ADBE25C-8DEB-4AB5-965D-6A2C60F119E9"
"664feafd-9165-45f4-800f-029df3814569","C14BD2D4-CAD1-443B-9317-8F43D0E36883"
"6743bd0b-17f8-45fe-b157-1aad3b33f00c","eaac6c6b-10a4-4659-815b-44f151eca61a"
"6774ed38-6b9a-4bdb-bb9b-6d85e2c4f431","45885C4F-3046-4CE3-A2B0-811A369F0035"
"67b1a04a-c1a4-4f81-afc6-3fe9f9ef1166","417cca6d-744d-4770-b168-12171f73ed37"
"67e14110-9cfb-4866-a34d-d4a6940651b9","3fbd9a58-e1ee-5e32-8dcf-40845525eb41"
"6c8b1681-2d69-4b5e-a586-78a5a4b95716","85414AE0-6482-4811-8D89-73CB6C20A17F"
"6e585a0e-5f78-48eb-9d9f-6ee47646a496","BD07F05F-AE7F-42ED-910A-7D746A168F92"
"6f97e981-efbe-49a5-8c94-f633b969bb63","F7C79DBF-7EDC-42EF-A0EF-1CD4F5F7ED7E"
"6f996f10-9f0f-450b-82ce-f8c4d5201ea7","52BC9581-8C18-4B4C-8E43-B34130DBEF69"
"722a394a-8ab5-48f5-a9ff-4544f003a0cc","BD462F2B-85F4-4C61-9A0E-4C36A4A4FE25"
"7429ec8d-9629-4172-b49e-7e5917394a49","886152E6-BEF3-454F-9943-863D503FFB39"
"77413c21-0f89-4edb-882a-8d626408aeed","9D9C1C94-F85D-4A4C-8322-20F306ED0CCE"
"77e50330-d623-49fe-bf2c-516d5230561e","00000000-0000-0000-0000-000000000000"
"7b30cfda-e882-44bf-95f7-4c39e24ce349","24C34F6E-A697-42D3-B64B-5BDCFF75E571"
"7dd9bde2-67b2-41eb-9035-18f826e9b57e","BDC33960-5DC1-46BB-9B32-18097CD7114A"
"7df4e2a2-20d5-49f5-b0b0-65de3023221d","45f56b23-d261-43df-abd1-daaa4d1fdd07"
"7ec2f89b-b7b2-4672-b07a-cdaa2414f030","61A929C1-A450-4859-9AD3-81F3AF6451AB"
"857e9fb0-bac9-4b7d-b91b-86d866aaa7a9","7488E848-D0DB-48E2-8A27-87802E69D1F4"
"88431051-fd80-40ba-af79-b209c7b7a6d3","668A2F01-8198-41FA-8B94-EBED1ECC0170"
"89e7b327-b231-4301-a6b6-2129f0b0735c","8EE3D0EF-5511-453A-B9DD-00AFFED0477E"
"89f46e46-bd43-435a-898b-805c2cc85212","ba09cd11-d87d-4abd-a1e0-42192cf85de3"
"8dd69572-cdf2-4853-9386-4e558c80606d","46BB713E-9C20-4AFC-A7BB-01E27855B730"
"8e6bd2e1-d515-4289-a600-243f2224e1ef","f855810c-9f77-45ff-a0f5-cd0feaa945c6"
"8f12195a-ced1-458f-8a8c-e7ce519e7fcc","A4A56294-4538-41D4-BE4E-F1D2C10A11EB"
"90c252f2-0d60-484a-839d-085db0c5e6d2","309BF3C3-2C10-40A5-B801-8D0F92B89999"
"9193ca76-8ea9-4ab6-a5fd-63a3006b97b0","B775D1F4-8931-483E-B09E-AF88F13D44D6"
"940c84c4-4273-4d80-a95a-b06ba6afebe2","04768D22-E809-4D74-9031-0E137D84585B"
"9754ad29-28c0-492c-b028-887dc9001135","D5DEC869-EF2D-448C-B43D-511F540995A8"
"9882f4f4-1132-4514-b69a-c93e76a638d8","77825238-46E8-4BB8-A1AD-22C28FE4B168"
"9aff6c73-1416-4d9f-b60e-8e3353725d46","A61BD7EE-327D-487D-A1B3-CC507B8EC14C"
"9c737826-7404-4f15-b4d4-895be143fdf2","b0e66623-866a-4319-ae90-cf504fe0ef84"
"9fc0c623-9e66-422a-a13e-2eb3bfd6ce92","48d74ab4-4a43-55cf-ac11-a67148f91190"
"a00ac674-9164-4dce-afd3-88ad4fe736ec","8B333F9C-43D6-4B4B-97B5-9136C5D0E610"
"a0b9b1e2-e9c6-4aa1-801a-9215dadca1b9","4E22E18D-A4F6-49E1-85FA-5B295EA99FCF"
"a3d5b3d4-93f9-46be-8709-de3b223170e2","B3F9AFC8-2A66-4842-B011-CFB1DBF0D359"
"a51c69c9-6ab2-4dcc-acc4-18f165f3175f","09457A0F-CE32-4E91-BF8E-0C5C7341B322"
"a9711c1f-22a2-4f3b-ad39-eeaf4a68770b","AE4FC723-E39D-4E90-86FF-2EF26DD0C089"
"a9b826bd-33c9-4689-89c8-756f470b0043","F411D473-AC37-4D68-BAF5-24BB0E5F5993"
"ada4781f-103d-45a7-a397-9b4744a11903","8EB7BF16-03C4-4927-86E1-E748A92E0F1D"
"aed0b254-555f-4b5c-9159-4b62c1c42dc6","EA5D31EA-1577-4094-8AC0-5FE9796A019E"
"aefdc70b-7dd9-4a97-844f-ee9afce3b1a6","FA30AC70-8BF3-44F6-8307-77EA6C5AE8C2"
"afdcca71-915c-4434-80b6-851633f66fc2","CC5B7A7D-68E7-4194-BDAD-85E10FF281DD"
"ApplicationSet_196","9WZDNCRFHWQT-DRAWBOARD.DRAWBOARDPDF"
"ApplicationSet_20","ApplicationSet-9PB2MZ1ZMB1S-AppleInc.iTunes"
"ApplicationSet_97","9PKDZBMV1H3T-Contoso.GetHelp"
"b081efa1-0987-4633-a7f0-16b02c32139c","AD9C21DA-1B35-4F01-B83C-1197451816A0"
"b25a977b-53ee-4689-b278-6fe025672966","049B2268-99BC-4A28-9CAA-9346DED7FBB8"
"b267a30f-8e59-4252-b66d-04e8487e622c","0F247BC4-BCAC-4355-A5A9-7560CE14B68C"
"b55f3680-a6b3-4191-b8a3-6d61f4283e52","6A857244-E2A2-40EC-BB19-7EC2948C531A"
"b67a10be-df21-4cba-850f-a49d59550726","4A3CB51D-B4FD-4BEE-8295-B216CAE0FF62"
"c45d82d6-a3f2-480e-a24f-2a2e7fe698fb","239D647D-605B-4421-9CD8-49864DC86C5C"
"c4a4d5a1-9fc5-4bef-8ea4-d1b4af710be2","eb8c95fe-7294-45c1-8768-73cc6a769307"
"caf440be-fe3f-4a99-8274-a71659300a70","462F5E5F-9672-4C91-BB00-1BFCBC26E905"
"cbce4a73-cab7-4bb3-93bb-5d1b52e1a335","20f45068-02fc-4701-9385-53ac85d8eaf9"
"cec8dc59-3884-46bf-8c4a-c861154452e0","421ba874-f903-4965-9b82-d60f3ba3cae0"
"cff118a6-0074-4356-88a0-afc738beec2e","BD018F60-D526-4751-952B-C0A4353F7D1E"
"Component_0","Agent"
"Component_101","Api"
"Component_11","Handler"
"Component_14","ComApi"
"Component_146","Driver"
"Component_17","IdleTimer"
"Component_2","SLS"
"Component_5","DownloadManager"
"Component_55","Misc"
"Component_56","ProtocolTalker"
"Component_77","WebServices"
"Component_78","Metadata"
"Component_79","Shared"
"Component_8","DataStore"
"Contoso","Microsoft"
"contoso.co.au","microsoft.com"
"cV_144","IUzmYzeRCkG/EraZ"
"cV_16","mPvr8Y54ZEWxz9ey"
"cV_179","1/8TbZoSgEqSuUyG"
"cV_232","8nANhRi3JEu0NP4N"
"cV_234","MNuZRA0EEE6qaGqT"
"cV_33","OMzz5z+S/06e/HzJ"
"cV_42","UA9zqADBX0eYx0Wy"
"d096e297-57f7-40c0-ac12-3c07260eedd8","86a75d59-8166-4e92-9f46-f3b39784ada3"
"d0e83281-c2f2-4f90-9134-37c9aa9a9dae","30EF08AE-2E30-465A-843C-56E1450C6067"
"d343c2f8-0eb6-493b-a8f5-80a0a3c1a4fa","e67c6bad-c660-4bcf-91c6-7fcb2a7f2c51"
"d388714e-56c2-4751-92a9-1cfec50f89fb","10729D0D-F625-4311-8CF9-E40442ADA107"
"d5436bc3-648b-4756-85c8-0be91b9eadf0","4498ECF5-F4E7-45C3-ADB4-AEF2BD799F4E"
"d7b2d78c-29e5-49c7-8b97-573b7c38ca75","6E843F8A-8F86-4415-BB64-95C999BF9FC0"
"dac8b06d-a070-4aed-8abb-1c7b041fb2e1","27CCE987-773E-4AC8-B267-8F0E333418AF"
"dcf7b4bd-6d2d-41d1-b44c-a5ab65356d8c","5450a599-9aa8-5eca-87d4-735a077f91c2"
"DestagingPackage_35","AppleInc.iTunes.MobileDeviceSupport_12010.25.37126.0_neutral_~_nzyj5cx40ttqa"""""
"DestagingPackage_37","AppleInc.iTunes_12091.4.37126.0_neutral_~_nzyj5cx40ttqa"""""
"DestagingPackage_41","AppleInc.iTunes.iPodVoiceOver_1430.3.37126.0_neutral_~_nzyj5cx40ttqa"""""
"df1c858a-f743-45c6-95cc-f6385e3037b2","201B802D-39DA-4427-A048-9AEE3434DB0B"
"df52a4bd-3201-41a0-ba92-674f7e2b582e","41c3bdfa-ccfb-44a9-8378-0a05e17bd1c4"
"e0b09af2-96d2-4caa-a65f-faab03642f8e","46F3AB74-8DE3-4096-9099-E66050985964"
"e214fa47-e82e-4e68-a5e4-6e82af5015cd","1489bb69-3e78-4085-96f5-2a9a6f303559"
"e2b7fdc6-7c09-47d8-ad25-e39f1523e25b","7e8dd96b-6ed8-48d7-a6d9-c48a656183ed"
"e5af6308-e58e-424c-9af2-024cd4bc4e1f","7ce6966c-0c33-4851-8958-285abba4d7cc"
"e7c17793-d76f-41d9-ad8d-f756a757531c","564F51B5-AB0A-421F-A08B-5C733F9E90E8"
"e88ca9d0-99ca-47e5-b5b8-93224bbe0056","AD2A416F-8EA2-4E39-B1E8-FFC316B6DFA7"
"eb36f306-004c-43fc-ace1-6bba6fceff7f","1DB77D3F-E95A-4CB4-AB1F-B1E635AA0DC9"
"ec58dbd4-7ca5-4d69-add0-c4bdbf2a6053","2e3920ca-ea43-5a50-91a0-e63fa25df0dc"
"edc6bc54-1158-477c-8609-584f8a144a29","6d65bcd8-8390-4533-af58-307d2e1ec1dd"
"f12405e6-d508-44fe-b92b-f8fe6ffb4cbc","75f3f766-13b3-45e9-a62f-29590d5781f2"
"f38d9196-d2d9-409d-b233-931277cfb947","EF0BC9C6-ABB0-4D31-9960-0BB147AB14E8"
"f7643652-c704-4456-86bf-8ddd16e59d37","D5BB7627-0EDA-4236-A3ED-17B773D379EF"
"f7a5c522-49b8-40ae-b77f-41ed9d5302f5","2783537B-72EB-40FC-8DFB-2F124F721A28"
"f8121cb4-6370-47fc-8660-0519637244c9","9482F4B4-E343-43B6-B170-9A65BC822C77"
"fc273319-0590-4664-b87f-268489cfecfe","C1D25A14-D481-47C1-980A-D943D88C73EE"
"ff8bd148-85aa-424f-a10c-9af9d8657564","847fcaac-862a-4bec-ad93-a6a1b6bd35ef"
"Package_27","AppleInc.iTunes.MobileDeviceSupport_12010.25.37126.0_neutral_~_nzyj5cx40ttqa"
"Package_28","AppleInc.iTunes.iPodVoiceOver_1430.3.37126.0_neutral_~_nzyj5cx40ttqa"
"PFaNs_34","AppUp.SGXDFP_8j3eq9eme6ctt"
"Product_161","{5ea74431-8"
"Product_162","{dcf7b4bd-6d2d-41d1-b44c-a5ab65356d8c}_amd64&V=0.0.0.0&Source=SMBIOS"
"Product_163","{9fc0c623-9e66-422a-a13e-2eb3bfd6ce92}_amd64&V=0.0.0.0&Source=SMBIOS"
"Product_164","{308851cf-478f-46fe-a69d-e5b8347cac7a}_amd64&V=0.0.0.0&Source=SMBIOS"
"Product_165","{67e14110-9cfb-4866-a34d-d4a6940651b9}_amd64&V=0.0.0.0&Source=SMBIOS"
"Product_166","{ec58dbd4-7ca5-4d69-add0-c4bdbf2a6053}_amd64&V=0.0.0.0&Source=SMBIOS"
"Product_167","{5151afcc-af52-4600-a8f6-a21a300da505}_amd64&V=0.0.0.0&Source=SMBIOS"
"Product_168","SedimentPack.amd64&Source=UpdateOrchestrator&V=0.0.0.0"
"Product_169","MSRT.amd64&Source=UpdateOrchestrator&V=0.0.0.0"
"Product_170","Hammer.amd64&Source=UpdateOrchestrator&V=0.0.0.0"
"Product_171","Windows.UpdateStackPackage.amd64&Name=Update"
"Product_172","Windows.OOBE.amd64&V=10.0.17763.55"
"Product_173","Windows.EmergencyUpdate.amd64&V=10.0.17763.55"
"Product_174","Windows.AppraiserData.amd64&V=10.0.17763.1"
"Product_175","Windows.Appraiser.amd64&V=10.0.17763.1"
"Product_176","Client.OS.rs2.amd64&Branch=rs5_release_svc_prod1&PrimaryOSProduct=1&V=10.0.17763.55"
"Product_177","Adobe.Flash.amd64&V=31.0.0.122"
"S-1-5-21-6125068556-0337503693-4453183696-1001","S-1-5-21-2963663162-2335893797-4090986016-1001"
"UriParam_104","Ops%2bR0qgooUAWxrsTJOUd0MLf8ydo529mmdCljDaF952T7FQm5RpmsLPc5RZuFEhej%2fwBmP9tQyKHN%2boShm%2fig%3d%3d"
"UriParam_105","2"
"UriParam_106","402"
"UriParam_107","1541063458"
"UriParam_111","I9wBu4ftirqTjVVKXTFyx2T27Fy7tnhE1BA29BwC%2b3GuEaGG0RDQF8IoHebnXWqHtyXCa92x4WXN3CkZqL5qBw%3d%3d"
"UriParam_112","1541093162"
"UriParam_140","Inspiron+7373"
"UriParam_141","Dell+Inc."
"UriParam_142","0x65"
"UriParam_143","326"
"UriParam_147","gt64"
"UriParam_148","2018"
"UriParam_149","C%3A%5CWINDOWS%5CSystem32%5CDriverStore%5CFileRepository%5Chidbthle.inf_amd64_eeb85a767267607f%5CMicrosoft.Bluetooth.Profiles.HidOverGatt.dll"
"UriParam_150","1538608415"
"UriParam_151","WU_OS"
"UriParam_152","1.11.0"
"UriParam_153","0JW0D6"
"UriParam_154","Intel64%20Family%206%20Model%20142%20Stepping%2010"
"UriParam_178","UpdateOrchestrator"
"UriParam_200","funUhcYe6mULC9CyUOyCrtueCZXJrSqvkmMl9MEuhFs0dtolFO1FDXyYX%2f%2fLsfaW2jj%2br36O12ewpF6IsBAwBg%3d%3d"
"UriParam_201","1541100777"
"UriParam_205","nmiCleXV4YcPrJ1oncOQqD8k7k1cLXng1IUSx9NvTPpDV6tVt8km13xXDANqMfxKymwBZiEv42O4G1sq68YJaQ%3d%3d"
"UriParam_206","1541179251"
"UriParam_211","Xq2dhJCsweja0YXJoKakuQT1VTabXwqDvKLSxY2t0L7J8%2fKCwzrunlQDFaP81wgVTUstBpvkRfD5cTyJvQDtLA%3d%3d"
"UriParam_212","1541185774"
"UriParam_233","32to64"
"UriParam_58","Windows.Desktop"
"UriParam_59","10.0.17763.55"
"UriParam_60","10.0.17763.1"
"UriParam_61","244"
"UriParam_62","1"
"UriParam_63","0"
"UriParam_64","AMD64"
"UriParam_65","Dell%20Inc."
"UriParam_66","GenuineIntel"
"UriParam_67","WU_STORE"
"UriParam_68","101"
"UriParam_69","Client"
"UriParam_70","en-US"
"UriParam_71","50"
"UriParam_72","Retail"
"UriParam_73","Inspiron%207373"
"UriParam_74","rs5_release"
"UriParam_75","CB"
"UriParam_76","Update%3BScanForUpdatesForUser"
