"NewValue","Original"
"454a7b16-b8ff-4e86-a4ac-eb554a47488e","F93F7EFF-333F-4295-BECE-7CBCB1522AE3"
"4646a5ac-2afb-4f3e-898a-056468071a64","45885C4F-3046-4CE3-A2B0-811A369F0035"
"4afa6843-f5db-4036-8876-75b856b960b9","309BF3C3-2C10-40A5-B801-8D0F92B89999"
"4bf6825a-cfe4-4548-83b8-70a147602511","1DB77D3F-E95A-4CB4-AB1F-B1E635AA0DC9"
"4e3d2db4-f824-4adf-907d-1380b04125c5","14961776-C275-43F2-B604-669AC35872B2"
"4f821d92-5ae9-40a8-99e5-5b7dbdee0ee2","BCC03156-44CF-4857-A9DE-922E3B907FE8"
"52b5eaf8-8dd5-4a70-9f3e-3a708a628fe1","3ADBE25C-8DEB-4AB5-965D-6A2C60F119E9"
"5aad9978-9123-43a7-9ef1-9caa79381214","4E22E18D-A4F6-49E1-85FA-5B295EA99FCF"
"5c3b26cd-0d7f-4d02-8322-cb22a4bedb3b","B122CFFF-96EB-47AE-AF68-7CF3E966FFE1"
"5d18fa18-f952-464b-a7ed-6712e3000dea","61A929C1-A450-4859-9AD3-81F3AF6451AB"
"5d6f29a0-3747-480f-8034-7cd6e9f289d7","3A130B45-ECF8-4D22-BD78-D6243DF711C7"
"5e96e962-808c-4cc2-9f16-1be1ea534817","201B802D-39DA-4427-A048-9AEE3434DB0B"
"5f819bc7-1a9b-44ad-88e8-b2684ab029e4","462F5E5F-9672-4C91-BB00-1BFCBC26E905"
"5fd9281b-f969-405c-92b6-662c3c1b1f08","B775D1F4-8931-483E-B09E-AF88F13D44D6"
"61537667-6ebd-47ef-b8ed-409b59796c41","FA460827-036B-407D-917D-1B42AC8D6629"
"6345c2d1-0c1d-46fb-ac67-3b24c9350df2","0c7d3085-6c21-49a1-b267-52fdd722ca9d"
"660a0046-ec47-4328-a33f-3f297528ae3d","99814191-B771-446F-AA43-430115B37400"
"671c5a70-5df3-49d0-8688-69d5d8ac5121","b0e66623-866a-4319-ae90-cf504fe0ef84"
"696d5335-93fa-40d0-931e-c076b059290e","8B24B027-1DEE-BABB-9A95-3517DFB9C552"
"69c55a79-d602-4fe1-8c19-88f485340a24","27D6EC0E-9A7A-4BF6-89CC-4E58C869BCCF"
"6d82d762-6341-4c08-82f5-4a0c8d792bfa","855E8A7C-ECB4-4CA3-B045-1DFA50104289"
"6dbfb370-f7a1-4d32-b163-5167c9a1a262","6E843F8A-8F86-4415-BB64-95C999BF9FC0"
"6e1bb9db-c14a-40eb-8094-89fbba3f13e6","CFD30827-CF51-4200-87BF-5F97A16E4D17"
"6e6e26ab-31f8-4ae9-a39f-546736318305","A61BD7EE-327D-487D-A1B3-CC507B8EC14C"
"731a277c-deff-4554-b06f-74c34fe6aa5b","B935870B-F569-434F-BF52-F3A045C9DD9D"
"75ab8ff4-7131-4a4c-98ef-d6fb097e29b4","30EF08AE-2E30-465A-843C-56E1450C6067"
"778c4e79-cb10-499a-8b59-6797fd05702c","45f56b23-d261-43df-abd1-daaa4d1fdd07"
"7896970a-80cb-4ded-a367-bfc8b76b1c6e","1E6B831A-AF1A-4CBF-B024-9108013E5F6A"
"7b3da826-4bd1-4547-9c60-2994e34826cd","2830b57a-d6c7-4c7a-873e-ad2365cdf2bf"
"7f72caa0-702a-4558-b7c7-56113e86b28d","FDC30171-7A59-4B64-B2D1-AA7F8A24B7CB"
"84237b3e-af06-4da0-b263-988d86256619","27CCE987-773E-4AC8-B267-8F0E333418AF"
"84b001f0-9cff-4ded-a9e9-21f7c53110b9","6D65BCD8-8390-4533-AF58-307D2E1EC1DD"
"84d22353-e9f1-4c54-98e1-ee07cd63f952","C9F3B46F-80C9-4950-BE6F-46797F385386"
"868221bd-3d68-4e57-a51e-5cf90915cca7","f022389f-f3a6-417e-ad23-704fbdf57117"
"87b0bb66-368c-40e0-bf5a-828761f22c2b","AD2A416F-8EA2-4E39-B1E8-FFC316B6DFA7"
"88e41bbd-ea23-4f80-8b54-61d10275a1bc","FAE87D41-2581-429F-B0CC-396A96F3D0D9"
"8d39696e-2069-46c9-b833-667e2bbb02fb","7E55A157-44C9-47B7-800A-BDB056DF1BD6"
"8e6d0346-828a-4898-b122-981e95a236ca","75F3344F-AD04-4D8E-87A9-B8C2F43A068C"
"8ed4d455-41f6-4719-bb22-7e2fb2027276","DAA4D4E3-487F-4F93-8553-EA90131B3E22"
"91467d14-9d79-4cbe-8424-30b46b648bc1","AE4FC723-E39D-4E90-86FF-2EF26DD0C089"
"928b633e-6ee1-4f30-8fe8-12fa0aa0e19c","FF9A4090-7F1D-4BB2-A192-D761FE1738AA"
"93b758d1-c823-4de2-b9bd-0bc04b6810b8","886152E6-BEF3-454F-9943-863D503FFB39"
"9b26cb9d-4b89-4176-a38d-a0519f09c447","eaac6c6b-10a4-4659-815b-44f151eca61a"
"9bdeeef0-9daa-4a9e-9adc-48649a525a8d","00000000-0000-0000-0000-000000000000"
"9bf84ee1-e022-4b7b-83ce-91871743f642","04768D22-E809-4D74-9031-0E137D84585B"
"9c961ba4-1097-48af-b536-2b976426209b","03b73e21-32f0-50ec-bbd3-6621ddcdbf6f"
"9e4c01ed-698f-4b1b-8496-85a7b0b041d7","253402b1-6356-4131-b1cd-f4f3b6d2b03c"
"a773d66c-a6b7-4245-8e74-5894305a9dfc","CD80AE5A-BA48-4D9C-8A7B-CE2681F949A0"
"a7f41fbd-ba52-41cf-acb5-b8c1ba940a4d","1489bb69-3e78-4085-96f5-2a9a6f303559"
"a815f58a-a0e6-433e-b79e-4411c2937526","0F247BC4-BCAC-4355-A5A9-7560CE14B68C"
"a821fd29-94fd-4169-85cc-61d209dc0f76","668A2F01-8198-41FA-8B94-EBED1ECC0170"
"aa5d8a67-0043-402e-8bfb-9b3d55943373","0DC1422E-F838-4F31-AB8B-9CC45964CD1F"
"ad163269-8729-4981-af00-457259cdd380","C1D25A14-D481-47C1-980A-D943D88C73EE"
"ad70b826-229c-45ab-b0bb-76409d4427eb","8EE3D0EF-5511-453A-B9DD-00AFFED0477E"
"ApplicationSet_229","9WZDNCRFHWQT-DRAWBOARD.DRAWBOARDPDF"
"ApplicationSet_230","ApplicationSet-9PB2MZ1ZMB1S-AppleInc.iTunes"
"ApplicationSet_231","9PKDZBMV1H3T-Contoso.GetHelp"
"b012c7d9-c85f-494c-9c36-bfae7155ee00","e67c6bad-c660-4bcf-91c6-7fcb2a7f2c51"
"b2eb8b3b-6a43-441c-9098-68fdc2fb6773","3fbd9a58-e1ee-5e32-8dcf-40845525eb41"
"b472022c-2272-4858-9927-25d2993aafa9","2783537B-72EB-40FC-8DFB-2F124F721A28"
"b5a7f396-1c6e-4c50-813b-3fded88bdd21","9D9C1C94-F85D-4A4C-8322-20F306ED0CCE"
"b71908c4-2e3a-4ee3-8ee5-04854f3a4e8a","BD018F60-D526-4751-952B-C0A4353F7D1E"
"b8a64670-a8ef-4e55-a5df-bb8d1ee9319f","B3F9AFC8-2A66-4842-B011-CFB1DBF0D359"
"b8f27fd7-89c5-44b5-a6af-6a8fe1b2ebf2","7488E848-D0DB-48E2-8A27-87802E69D1F4"
"ba842129-f03f-406e-b4e4-98fa2c42302b","10729D0D-F625-4311-8CF9-E40442ADA107"
"bbad9420-d11f-4c95-b1bc-674583d5365e","E18371B4-486F-4A83-8823-230139981E18"
"c0a2ed7b-d71a-43a7-aa18-3c42b660293e","2e3920ca-ea43-5a50-91a0-e63fa25df0dc"
"c20e42a0-df66-4ac4-9160-6c72d7542562","7E8DD96B-6ED8-48D7-A6D9-C48A656183ED"
"c29e8bff-80c5-4967-936d-ab697ffbd59c","BDC33960-5DC1-46BB-9B32-18097CD7114A"
"c31697ee-08d0-47d9-baa9-92349244970b","09024B18-33E4-46ED-8E4E-7FC02CAE5604"
"c3a71c54-4848-4b11-a8a9-1668ff03cb09","8EB7BF16-03C4-4927-86E1-E748A92E0F1D"
"c573721b-4b7d-474c-a7ae-6f373e0a8225","bc13fe02-29f8-4a6b-a5ca-ec312b9f8c0e"
"cb711d35-2a1a-4369-8fda-c86553bcfb1a","C14BD2D4-CAD1-443B-9317-8F43D0E36883"
"cbece692-6d16-4bdc-a10e-90199be33621","b90f3a9a-c043-41a7-a774-e51f6069283b"
"Component_140","DownloadManager"
"Component_141","ComApi"
"Component_142","IdleTimer"
"Component_143","Agent"
"Component_144","ProtocolTalker"
"Component_145","WebServices"
"Component_146","Driver"
"Component_147","SLS"
"Component_148","Misc"
"Component_149","Shared"
"Component_150","Api"
"Component_151","Handler"
"Component_152","DataStore"
"Component_153","Metadata"
"Contoso","Microsoft"
"contoso.co.au","microsoft.com"
"cV_218","MNuZRA0EEE6qaGqT"
"cV_219","8nANhRi3JEu0NP4N"
"cV_220","1/8TbZoSgEqSuUyG"
"cV_221","OMzz5z+S/06e/HzJ"
"cV_222","IUzmYzeRCkG/EraZ"
"cV_223","UA9zqADBX0eYx0Wy"
"cV_224","mPvr8Y54ZEWxz9ey"
"d0127078-d6a6-4e01-8ae9-2721f933769f","9BD54C51-74D9-4E3E-882A-AA2763A9DD92"
"d3f5a1b6-a9d4-4c39-bfc8-b9e670b26b3f","1A9A10A8-AF52-4156-8F69-3864C98330C6"
"d55be864-0b54-4a3e-94a0-3717537f256d","09457A0F-CE32-4E91-BF8E-0C5C7341B322"
"d5caff3d-05e5-4a9c-bfbb-d01c1a9c7904","4A3CB51D-B4FD-4BEE-8295-B216CAE0FF62"
"d73c1f58-008d-487e-89d3-b2189b7cf9d7","417cca6d-744d-4770-b168-12171f73ed37"
"d83e0694-ee60-455b-b8b2-45bea7d0e7c9","eb8c95fe-7294-45c1-8768-73cc6a769307"
"d935102f-effb-4492-ba48-31d9a24bbb23","6A857244-E2A2-40EC-BB19-7EC2948C531A"
"DestagingPackage_225","AppleInc.iTunes.iPodVoiceOver_1430.3.37126.0_neutral_~_nzyj5cx40ttqa"""""
"DestagingPackage_226","AppleInc.iTunes_12091.4.37126.0_neutral_~_nzyj5cx40ttqa"""""
"DestagingPackage_227","AppleInc.iTunes.MobileDeviceSupport_12010.25.37126.0_neutral_~_nzyj5cx40ttqa"""""
"e3ef96ef-87c1-4670-bb8d-257298702985","ba09cd11-d87d-4abd-a1e0-42192cf85de3"
"ebc00d83-7502-41f5-a8b0-8f40327dcdd7","EA4C4316-12E6-4682-BCE8-DC11AB7CBB60"
"edb560c3-91e8-4ab6-a9f8-a95d2f9c7209","A4A56294-4538-41D4-BE4E-F1D2C10A11EB"
"edbf3461-d391-40ca-ae2b-66ed4537e0d4","F411D473-AC37-4D68-BAF5-24BB0E5F5993"
"eff9b775-52d0-4f62-8303-f103b282d464","29A863E7-8609-4D1E-B7CD-5668F857F1DB"
"f04a09f7-1ebd-4ad4-a7ae-60cb3774cb09","564F51B5-AB0A-421F-A08B-5C733F9E90E8"
"f452611d-7c97-4a56-95ca-a61f11c423a5","FA30AC70-8BF3-44F6-8307-77EA6C5AE8C2"
"f5f1255f-a302-4608-ade9-010b54b4e73a","8A411A54-D95E-45C7-B30F-053AB80723DB"
"f8109f42-5968-47f3-90a1-cce331dffdf8","18153e2c-10ce-4572-a92b-a19361968a5d"
"f9f503f0-cf3c-4479-8028-c6a3903f2513","F0AD8C90-28DF-4096-A390-7D1FBE72B852"
"fb176114-17bf-4ad2-9f2a-f9c748d750f3","CB390E0B-2FC0-48C1-A7A0-4E9EE407E826"
"fb3af4e8-3913-4795-8d16-19b7e0da47e3","049B2268-99BC-4A28-9CAA-9346DED7FBB8"
"fb3dbc99-12d7-4865-bbda-2505b1d13a2b","48d74ab4-4a43-55cf-ac11-a67148f91190"
"fd0c098b-4fc9-4d1b-8552-a3be02bc7145","3617B16B-22E3-4621-A54E-E66DC3EAABA3"
"fd1a9ad2-37f3-47e1-81d1-0ca09aa842b8","C46F4E07-9B29-4172-B3E8-5CA8CAFAFA83"
"fec5181b-f15b-4261-bfea-9110f6940887","847fcaac-862a-4bec-ad93-a6a1b6bd35ef"
"Package_232","AppleInc.iTunes.iPodVoiceOver_1430.3.37126.0_neutral_~_nzyj5cx40ttqa"
"Package_233","AppleInc.iTunes.MobileDeviceSupport_12010.25.37126.0_neutral_~_nzyj5cx40ttqa"
"PFaNs_228","AppUp.SGXDFP_8j3eq9eme6ctt"
"Product_154","{5ea74431-8"
"Product_155","{2f8db27e-6c19-4d22-b2a3-f4b3c70e396d}_amd64&V=0.0.0.0&Source=SMBIOS"
"Product_156","{fb3dbc99-12d7-4865-bbda-2505b1d13a2b}_amd64&V=0.0.0.0&Source=SMBIOS"
"Product_157","{0b7dad74-d354-4e8e-adcf-084d8f9f0158}_amd64&V=0.0.0.0&Source=SMBIOS"
"Product_158","{b2eb8b3b-6a43-441c-9098-68fdc2fb6773}_amd64&V=0.0.0.0&Source=SMBIOS"
"Product_159","{c0a2ed7b-d71a-43a7-aa18-3c42b660293e}_amd64&V=0.0.0.0&Source=SMBIOS"
"Product_160","{9c961ba4-1097-48af-b536-2b976426209b}_amd64&V=0.0.0.0&Source=SMBIOS"
"Product_161","SedimentPack.amd64&Source=UpdateOrchestrator&V=0.0.0.0"
"Product_162","MSRT.amd64&Source=UpdateOrchestrator&V=0.0.0.0"
"Product_163","Hammer.amd64&Source=UpdateOrchestrator&V=0.0.0.0"
"Product_164","Windows.UpdateStackPackage.amd64&Name=Update"
"Product_165","Windows.OOBE.amd64&V=10.0.17763.55"
"Product_166","Windows.EmergencyUpdate.amd64&V=10.0.17763.55"
"Product_167","Windows.AppraiserData.amd64&V=10.0.17763.1"
"Product_168","Windows.Appraiser.amd64&V=10.0.17763.1"
"Product_169","Client.OS.rs2.amd64&Branch=rs5_release_svc_prod1&PrimaryOSProduct=1&V=10.0.17763.55"
"Product_170","Adobe.Flash.amd64&V=31.0.0.122"
"S-1-5-21-5481887071-8844353326-8515573180-1001","S-1-5-21-2963663162-2335893797-4090986016-1001"
"UriParam_171","UpdateOrchestrator"
"UriParam_172","1"
"UriParam_173","0"
"UriParam_174","Windows.Desktop"
"UriParam_175","10.0.17763.55"
"UriParam_176","32to64"
"UriParam_177","10.0.17763.1"
"UriParam_178","2018"
"UriParam_179","244"
"UriParam_180","C%3A%5CWINDOWS%5CSystem32%5CDriverStore%5CFileRepository%5Chidbthle.inf_amd64_eeb85a767267607f%5CMicrosoft.Bluetooth.Profiles.HidOverGatt.dll"
"UriParam_181","AMD64"
"UriParam_182","Dell%20Inc."
"UriParam_183","GenuineIntel"
"UriParam_184","1538608415"
"UriParam_185","WU_OS"
"UriParam_186","101"
"UriParam_187","Client"
"UriParam_188","1.11.0"
"UriParam_189","0JW0D6"
"UriParam_190","en-US"
"UriParam_191","50"
"UriParam_192","Retail"
"UriParam_193","Inspiron%207373"
"UriParam_194","rs5_release"
"UriParam_195","Intel64%20Family%206%20Model%20142%20Stepping%2010"
"UriParam_196","CB"
"UriParam_197","Inspiron+7373"
"UriParam_198","Dell+Inc."
"UriParam_199","0x65"
"UriParam_200","326"
"UriParam_201","nmiCleXV4YcPrJ1oncOQqD8k7k1cLXng1IUSx9NvTPpDV6tVt8km13xXDANqMfxKymwBZiEv42O4G1sq68YJaQ%3d%3d"
"UriParam_202","2"
"UriParam_203","402"
"UriParam_204","1541179251"
"UriParam_205","Xq2dhJCsweja0YXJoKakuQT1VTabXwqDvKLSxY2t0L7J8%2fKCwzrunlQDFaP81wgVTUstBpvkRfD5cTyJvQDtLA%3d%3d"
"UriParam_206","1541185774"
"UriParam_207","WU_STORE"
"UriParam_208","funUhcYe6mULC9CyUOyCrtueCZXJrSqvkmMl9MEuhFs0dtolFO1FDXyYX%2f%2fLsfaW2jj%2br36O12ewpF6IsBAwBg%3d%3d"
"UriParam_209","1541100777"
"UriParam_210","Update%3BScanForUpdatesForUser"
"UriParam_211","gt64"
"UriParam_212","I9wBu4ftirqTjVVKXTFyx2T27Fy7tnhE1BA29BwC%2b3GuEaGG0RDQF8IoHebnXWqHtyXCa92x4WXN3CkZqL5qBw%3d%3d"
"UriParam_213","1541093162"
"UriParam_214","Ops%2bR0qgooUAWxrsTJOUd0MLf8ydo529mmdCljDaF952T7FQm5RpmsLPc5RZuFEhej%2fwBmP9tQyKHN%2boShm%2fig%3d%3d"
"UriParam_215","1541063458"
